"pos_x, pos_y, pos_z, roll, pitch, yaw, tgt_lin, ctrl_lin, tgt_ang, ctrl_ang, des_heading"
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.84,2.84,26.56505117707799
